cat__alert_green,cat__alert_orange,cat__alert_red,cat__alert_yellow,cat__net_ak,cat__net_at,cat__net_ci,cat__net_duputel,cat__net_hv,cat__net_nc,cat__net_nn,cat__net_official,cat__net_pt,cat__net_us,cat__net_uw,cat__magType_Mi,cat__magType_mb,cat__magType_md,cat__magType_ml,cat__magType_ms,cat__magType_mw,cat__magType_mwb,cat__magType_mwc,cat__magType_mww,cat__continent_Africa,cat__continent_Asia,cat__continent_Europe,cat__continent_North America,cat__continent_Oceania,cat__continent_South America,cat__country_Afghanistan,cat__country_Algeria,cat__country_Antarctica,cat__country_Argentina,cat__country_Azerbaijan,cat__country_Bolivia,cat__country_Botswana,cat__country_Brazil,cat__country_Canada,cat__country_Chile,cat__country_Colombia,cat__country_Costa Rica,cat__country_Ecuador,cat__country_El Salvador,cat__country_Fiji,cat__country_Greece,cat__country_Guatemala,cat__country_Haiti,cat__country_Iceland,cat__country_India,cat__country_Indonesia,cat__country_Iran,cat__country_Italy,cat__country_Japan,cat__country_Kyrgyzstan,cat__country_Martinique,cat__country_Mexico,cat__country_Mongolia,cat__country_Mozambique,cat__country_Myanmar,cat__country_Nepal,cat__country_New Zealand,cat__country_Nicaragua,cat__country_Pakistan,cat__country_Panama,cat__country_Papua New Guinea,cat__country_People's Republic of China,cat__country_Peru,cat__country_Philippines,cat__country_Russia,cat__country_Russian Federation (the),cat__country_Saudi Arabia,cat__country_Solomon Islands,cat__country_South Georgia and the South Sandwich Islands,cat__country_Taiwan,cat__country_Tajikistan,cat__country_Tanzania,cat__country_Tonga,cat__country_Trinidad and Tobago,cat__country_Turkey,cat__country_Turkiye,cat__country_Turkmenistan,cat__country_United Kingdom of Great Britain and Northern Ireland (the),cat__country_United States of America,cat__country_Vanuatu,cat__country_Venezuela,cat__Magnitude_Category_High,cat__Magnitude_Category_Severe,cat__Depth_Category_Deep,cat__Depth_Category_Intermediate,cat__Depth_Category_Shallow,num__magnitude,num__cdi,num__mmi,num__tsunami,num__sig,num__nst,num__dmin,num__gap,num__depth,num__latitude,num__longitude,num__Year,num__Month,num__Day,num__Hour,num__Energy_Index,num__Tsunami_Flag,num__High_Alert,num__Years_Ago,Damage_Level
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.735099206918121,0.4192579172717156,-1.414245745922276,1.4411533842457842,0.26217323451214036,0.3477306525957559,0.9583510944897382,-0.24284407464424357,-0.43278598060931095,-1.034716537195154,1.0152263857938029,1.5822527942095306,-0.4559005261873634,0.4380012658875726,-1.4359554765528317,0.05935033543349782,1.4411533842457842,-0.19601428307463395,-1.5822527942095375,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.506751611087611,1.320887846888308,-0.018838004509078264,1.4411533842457842,0.1958716009502411,-0.34704424847662424,1.2093009199451812,-0.16088923455229953,1.0362324616749181,-0.7481500477065707,-1.9255275513718197,1.5822527942095306,-0.4559005261873634,-0.6245354977210938,0.5928442682992868,0.010163365014345288,1.4411533842457842,-0.19601428307463395,-1.5822527942095375,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.7767243472174793,-1.083458632089272,-2.8096534873354737,-0.6938886664887108,-0.5898027567582654,-0.5939823157252413,1.9293338806750304,1.191365626964777,4.006621863611326,-1.1112417057412702,1.0810586947126342,1.5822527942095306,-0.7428108636243447,1.5005380294962392,-1.2910412090633947,-0.10529653060662172,-0.6938886664887108,-0.19601428307463395,-1.5822527942095375,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.36501363193506575,1.6214311567605055,0.6788658661975207,-0.6938886664887108,-0.03286903483831145,-0.5186452782595615,0.5582791612155796,1.5191849873325531,-0.45240399646008955,-0.19145583646578473,0.40067709797831086,1.5822527942095306,-0.7428108636243447,1.0282994678923874,1.172501338257035,-0.08786444669010253,-0.6938886664887108,-0.19601428307463395,-1.5822527942095375,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.36501363193506575,1.320887846888308,0.6788658661975207,1.4411533842457842,-0.2350890172021043,-0.2842633839218911,-0.20132665660531984,0.08497528572353256,-0.24130190854689645,-1.2900245745963466,-1.9535382194227946,1.5822527942095306,-0.7428108636243447,1.0282994678923874,-1.7257840115317058,-0.08786444669010253,1.4411533842457842,-0.19601428307463395,-1.5822527942095375,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.5483767513869691,-1.083458632089272,-2.1119496166288747,1.4411533842457842,-0.5201860415182712,-0.11684774510926936,1.7343651701288783,-0.44773117487410363,3.9866367269960894,-0.9992469656762091,1.0892941206795823,1.5822527942095306,-0.7428108636243447,0.31994162548660965,-1.1461269415739577,-0.10374110202934324,1.4411533842457842,-0.19601428307463395,-1.5822527942095375,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.13666603610455752,0.4192579172717156,-2.1119496166288747,-0.6938886664887108,-0.09917066840021074,-0.26333642907031335,0.3647582381239782,0.41279464609130867,3.9726708412481275,-0.3884693588456908,0.5156417708536271,1.5822527942095306,-0.7428108636243447,-0.1522969361172421,-0.42155560412677245,-0.09405671938908627,-0.6938886664887108,-0.19601428307463395,-1.5822527942095375,2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0050719430479875,1.0203445370161106,-0.018838004509078264,1.4411533842457842,-0.63952898192969,-0.376341985268833,-0.41463400824244656,0.3718172260453367,0.23724000792542943,1.8204975688783813,0.9112402936982106,1.5822527942095306,-0.7428108636243447,-1.4509529805278345,-1.2910412090633947,-0.10639768971081662,1.4411533842457842,-0.19601428307463395,-1.5822527942095375,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.13666603610455752,1.0203445370161106,0.6788658661975207,1.4411533842457842,-0.22182869048972442,-0.3721565942985175,2.569738531404594,0.41279464609130867,-0.09185316401503914,-0.3233641751987053,0.7806913333596899,1.5822527942095306,-0.7428108636243447,-1.5690126209287973,0.8826728032781609,-0.09405671938908627,1.4411533842457842,-0.19601428307463395,-1.5822527942095375,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0050719430479875,0.11871460739951803,-1.414245745922276,-0.6938886664887108,-0.636213900251595,-0.4056397220610418,0.23976592121444013,0.4947494861832527,1.0353070114145109,-1.0441492944588768,-1.0049210489577598,1.5822527942095306,-1.029721201061326,0.7921801870904615,0.5928442682992868,-0.10639768971081662,-0.6938886664887108,-0.19601428307463395,-1.5822527942095375,2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0050719430479875,1.0203445370161106,-0.7165418752156771,-0.6938886664887108,1.6644527843463104,-0.2507802561593667,0.6779629241250986,-0.3247989147361876,0.8640834165406782,1.2098852513029823,0.16600407873896048,1.5822527942095306,-1.029721201061326,0.6741205466894985,0.5928442682992868,-0.10639768971081662,-0.6938886664887108,-0.19601428307463395,-1.5822527942095375,3
